name,year,place,chef,category,location,ranking
Citizen Cake,2005,Citizen Cake,Elizabeth Falkner,Outstanding Pastry Chef,"San Francisco, California",Nominee
MK,2005,MK,Michael Kornick,Best Chef: Midwest,"Chicago, Illinois",Nominee
Oliveto Restaurant & Cafe,2005,Oliveto Restaurant & Cafe,Paul Bertolli,Outstanding Chef,"Oakland, California",Nominee
The French Laundry,2005,The French Laundry,Thomas Keller,Outstanding Restaurateur,,Nominee
Willie Mae's Scotch House,2005,Willie Mae's Scotch House,,America's Classics,"New Orleans, Louisiana",Winner
Campton Place,2005,Campton Place,Daniel Humm,Rising Star Chef of the Year,"San Francisco, California",Nominee
Fifth Floor,2005,Fifth Floor,Melissa Perello,Rising Star Chef of the Year,"San Francisco, California",Nominee
Equinox,2005,Equinox,Todd Gray,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
"Spago, Las Vegas",2005,"Spago, Las Vegas",David Robins,Best Chef: Southwest,"Las Vegas, Nevada",Nominee
Judy Wicks,2005,Judy Wicks,,Humanitarian of the Year,,Winner
NoMi at The Park Hyatt,2005,NoMi at The Park Hyatt,Sandro Gamba,Best Chef: Midwest,"Chicago, Illinois",Nominee
Montrachet,2005,Montrachet,,Outstanding Restaurant,"New York, New York",Nominee
Joel,2005,Joel,Joel Antunes,Best Chef: Southeast,"Atlanta, Georgia",Winner
Paley's Place Bistro & Bar,2005,Paley's Place Bistro & Bar,Vitaly Paley,Best Chef: Northwest/Hawaii,"Portland, Oregon",Winner
Italian Wine Merchants,2005,Italian Wine Merchants,Joe Bastianich,Outstanding Wine & Spirits Professional,"New York, New York",Winner
Paladar,2005,Paladar,Aaron Sanchez,Rising Star Chef of the Year,"New York, New York",Nominee
Lucia's,2005,Lucia's,Lucia Watson,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Deborah Madison,2005,Deborah Madison,,Who's Who of Food & Beverage in America,"Galisteo, New Mexico",Winner
Nobu,2005,Nobu,Nobu Matsuhisa,Outstanding Chef,"New York, New York",Nominee
Greg Drescher,2005,Greg Drescher,,Who's Who of Food & Beverage in America,"St. Helena, California",Winner
Union Square Hospitality Group,2005,Union Square Hospitality Group,Danny Meyer,Outstanding Restaurateur,"New York, New York",Winner
Myriad Restaurant Group,2005,Myriad Restaurant Group,Drew Nieporent,Outstanding Restaurateur,,Nominee
Josephs,2005,Josephs,Bill Yosses,Outstanding Pastry Chef,"New York, New York",Nominee
Joe Bastianich,2005,Joe Bastianich,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Ben's Chili Bowl,2004,Ben's Chili Bowl,,America's Classics,"Washington, District of Columbia",Winner
The Standard Downtown,2004,The Standard Downtown,Mucca Design,Outstanding Restaurant Graphics,"Los Angeles, California",Nominee
Michael Bauer,2004,Michael Bauer,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Sam Choy's Kaloko,2004,Sam Choy's Kaloko,,America's Classics,"Kailua Kona, Hawaii",Winner
Felidia,2004,Felidia,,Outstanding Restaurant,"New York, New York",Nominee
Merriman's,2004,Merriman's,Peter Merriman,Best Chef: Northwest/Hawaii,"Kamuela, Hawaii",Nominee
'Cesca,2004,'Cesca,,Best New Restaurant,"New York, New York",Nominee
Patina Restaurant at The Walt Disney Concert Hall,2004,Patina Restaurant at The Walt Disney Concert Hall,Belzberg Architects,Outstanding Restaurant Design,"Los Angeles, California",Nominee
Schiller's Liquor Bar,2004,Schiller's Liquor Bar,Keith McNally and Ian McPheely,Outstanding Restaurant Design,"New York, New York",Nominee
Public,2004,Public,Avro Ko,Outstanding Restaurant Graphics,"New York, New York",Winner
Chinois on Main,2004,Chinois on Main,,Outstanding Restaurant,"Santa Monica, California",Nominee
Valentino at The Venetian,2004,Valentino at The Venetian,Luciano Pellegrini,Best Chef: Southwest,"Las Vegas, Nevada",Winner
Valentino,2004,Valentino,,Outstanding Restaurant,"Santa Monica, California",Nominee
Lever House,2004,Lever House,,Best New Restaurant,"New York, New York",Nominee
Restaurant Jean-Louis,2004,Restaurant Jean-Louis,Jean-Louis Gerin,Best Chef: Northeast,"Greenwich, Connecticut",Nominee
Charles Nob Hill,2004,Charles Nob Hill,Melissa Perello,Rising Star Chef of the Year,"San Francisco, California",Nominee
Al's Breakfast,2004,Al's Breakfast,,America's Classics,"Minneapolis, Minnesota",Winner
Matsuhisa and Nobu,2004,Matsuhisa and Nobu,Nobu Matsuhisa,Outstanding Chef,Los Angeles and New York,Nominee
Robert Egger,2004,Robert Egger,,Humanitarian of the Year,,Winner
Rose Levy Beranbaum,2004,Rose Levy Beranbaum,,Who's Who of Food & Beverage in America,,Winner
Haliimaile General Store,2004,Haliimaile General Store,Beverly Gannon,Best Chef: Northwest/Hawaii,"Maui, Hawaii",Nominee
Farallon,2004,Farallon,Emily Luchetti,Outstanding Pastry Chef,"San Francisco, California",Winner
Ouest,2004,Ouest,Tom Valenti,Best Chef: New York City,"New York, New York",Nominee
Louis's at Pawleys Island,2004,Louis's at Pawleys Island,Louis Osteen,Best Chef: Southeast,"Pawleys Island, South Carolina",Winner
Maestro at The Ritz-Carlton,2004,Maestro at The Ritz-Carlton,Fabio Trabocchi,Rising Star Chef of the Year,"McLean, Virginia",Nominee
Gerard's Place,2004,Gerard's Place,Gerard Pangaud,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
The Culinary Institute of America at Greystone,2004,The Culinary Institute of America at Greystone,Karen MacNeil,Outstanding Wine & Spirits Professional,"St. Helena, California",Winner
Prime Burger,2004,Prime Burger,,America's Classics,"New York, New York",Winner
Alice Waters,2004,Alice Waters,,Lifetime Achievement,,Winner
Eric Ripert,2004,Eric Ripert,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Cashion's Eat Place,2004,Cashion's Eat Place,Ann Cashion,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Winner
Joseph Phelps Vineyard,2004,Joseph Phelps Vineyard,Joseph Phelps,Outstanding Wine & Spirits Professional,"St. Helena, California",Nominee
Esca,2004,Esca,David Pasternack,Best Chef: New York City,"New York, New York",Winner
Patina Restaurant at the Walt Disney Concert Hall,2004,Patina Restaurant at the Walt Disney Concert Hall,Belzberg Architects,Outstanding Restaurant Design,"Los Angeles, California",Nominee
Jack's Luxury Oyster Bar,2004,Jack's Luxury Oyster Bar,Allison Vines-Rushing,Rising Star Chef of the Year,"New York, New York",Winner
Azul at The Mandarin Oriental Miami,2004,Azul at The Mandarin Oriental Miami,Michelle Bernstein,Best Chef: Southeast,"Miami, Florida",Nominee
Andrea Immer Robinson,2004,Andrea Immer Robinson,,Who's Who of Food & Beverage in America,"Rutherford, California",Winner
HTM Consulting/Marcassin Winery,2004,HTM Consulting/Marcassin Winery,Helen Turley,Outstanding Wine & Spirits Professional,"Calistoga, California",Nominee
Quattro at The Four Seasons,2004,Quattro at The Four Seasons,Timothy Keating,Best Chef: Southwest,"Houston, Texas",Nominee
La Caravelle,2004,La Caravelle,,Outstanding Restaurant,"New York, New York",Nominee
Jefferson,2004,Jefferson,Philip Wu Architect,Outstanding Restaurant Design,"New York, New York",Nominee
Bradley Ogden,2004,Bradley Ogden,,Best New Restaurant,"Las Vegas, Nevada",Winner
Zuni Cafe,2004,Zuni Cafe,Judy Rodgers,Outstanding Chef,"San Francisco, California",Winner
Norman Van Aken,2003,Norman Van Aken,,Who's Who of Food & Beverage in America,"Orlando, Florida",Winner
Montrachet/Jeroboam Wines,2003,Montrachet/Jeroboam Wines,Daniel Johnnes,Outstanding Wine & Spirits Professional,"New York, New York",Nominee
Hubert Keller,2003,Hubert Keller,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
Maestro at The Ritz-Carlton Tyson's Corner,2003,Maestro at The Ritz-Carlton Tyson's Corner,Fabio Trabocchi,Rising Star Chef of the Year,"McLean, Virginia",Nominee
Lexington Barbecue #1,2003,Lexington Barbecue #1,,America's Classics,"Lexington, North Carolina",Winner
Zaytinya,2003,Zaytinya,,Best New Restaurant,"Washington, District of Columbia",Nominee
40 Sardines,2003,40 Sardines,Three Wide Marketing,Outstanding Restaurant Graphics,"Overland Park, Kansas",Winner
Trio,2003,Trio,Grant Achatz,Rising Star Chef of the Year,"Evanston, Illinois",Winner
Rubicon,2003,Rubicon,Larry Stone,Outstanding Wine & Spirits Professional,"San Francisco, California",Nominee
Anchor Bar,2003,Anchor Bar,,America's Classics,"Buffalo, New York",Winner
The Shed,2003,The Shed,,America's Classics,"Santa Fe, New Mexico",Winner
The Skylight Inn,2003,The Skylight Inn,,America's Classics,"Ayden, North Carolina",Winner
Marion Nestle,2003,Marion Nestle,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Jardinere,2003,Jardinere,Traci Des Jardins,Best Chef: California,"San Francisco, California",Nominee
Duarte's Tavern,2003,Duarte's Tavern,,America's Classics,"Pescadero, California",Winner
Lozoo Restaurant,2003,Lozoo Restaurant,Lewis.Tsurumaki.Lewis,Outstanding Restaurant Design,"New York, New York",Nominee
Alain Sailhac,2003,Alain Sailhac,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Union Pacific,2003,Union Pacific,Rocco DiSpirito,Best Chef: New York City,"New York, New York",Nominee
L'Impero Restaurant,2003,L'Impero Restaurant,Vicente Wolf Associates,Outstanding Restaurant Design,"New York, New York",Winner
Jacques Torres,2003,Jacques Torres,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Blue Fin Restaurant,2003,Blue Fin Restaurant,Yabu Pushelburg,Outstanding Restaurant Design,"New York, New York",Nominee
Blue Smoke,2003,Blue Smoke,Eric Baker Design Associates,Outstanding Restaurant Graphics,"New York, New York",Nominee
Tribute,2003,Tribute,Takashi Yagihashi,Best Chef: Midwest,"Farmington Hills, Michigan",Winner
Valentino,2003,Valentino,Luciano Pellegrini,Best Chef: Southwest,"Las Vegas, Nevada",Nominee
Marion Cunningham,2003,Marion Cunningham,,Lifetime Achievement,,Winner
Isa,2003,Isa,Luke Sung,Rising Star Chef of the Year,"San Francisco, California",Nominee
Anchor Brewing Co.,2003,Anchor Brewing Co.,Fritz Maytag,Outstanding Wine & Spirits Professional,"San Francisco, California",Winner
Chef Mavro Restaurant,2003,Chef Mavro Restaurant,George Mavrothalassitis,Best Chef: Pacific Northwest,"Honolulu, Hawaii",Winner
Julia Erickson,2003,Julia Erickson,,Humanitarian of the Year,,Winner
Matsuhisa,2003,Matsuhisa,Nobu Matsuhisa,Outstanding Chef,"Beverly Hills, California",Nominee
Quattro,2003,Quattro,Timothy Keating,Best Chef: Southwest,"Houston, Texas",Nominee
Joel at the Forum,2003,Joel at the Forum,Joel Antunes,Best Chef: Southeast,"Atlanta, Georgia",Nominee
Louis's at Pawley's Island,2003,Louis's at Pawley's Island,Louis Osteen,Best Chef: Southeast,"Pawleys Island, South Carolina",Nominee
Cafe Azul,2003,Cafe Azul,Claire Archibald,Best Chef: Pacific Northwest,"Portland, Oregon",Nominee
Fiamma Osteria,2003,Fiamma Osteria,,Best New Restaurant,"New York, New York",Nominee
San Domenico NY,2003,San Domenico NY,Odette Fada,Best Chef: New York City,"New York, New York",Nominee
Bistro Jeanty,2003,Bistro Jeanty,Philippe Jeanty,Best Chef: California,"Yountville, California",Nominee
Atelier at The Ritz-Carlton,2003,Atelier at The Ritz-Carlton,,Best New Restaurant,"New York, New York",Nominee
Oakroom at The Seelbach Hilton,2002,Oakroom at The Seelbach Hilton,Jim Gerhardt,Best Chef: Southeast,"Louisville, Kentucky",Nominee
Peristyle,2002,Peristyle,Anne Kearney,Best Chef: Southeast,"New Orleans, Louisiana",Winner
Alain Ducasse,2002,Alain Ducasse,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Charlie Trotter's,2002,Charlie Trotter's,Michelle Gayer,Outstanding Pastry Chef,"Chicago, Illinois",Nominee
Topolobampo/Frontera Grill,2002,Topolobampo/Frontera Grill,,Outstanding Restaurant,"Chicago, Illinois",Nominee
Aqua,2002,Aqua,Michael Mina,Best Chef: California,"San Francisco, California",Winner
George Lang,2002,George Lang,,Lifetime Achievement,,Winner
NOBHILL,2002,NOBHILL,,Best New Restaurant,"Las Vegas, Nevada",Nominee
Ilo,2002,Ilo,,Best New Restaurant,"New York, New York",Nominee
Bacchanalia and Floataway Cafe,2002,Bacchanalia and Floataway Cafe,Anne Quatrano,Best Chef: Southeast,"Atlanta, Georgia",Nominee
Felidia Ristorante,2002,Felidia Ristorante,Lidia Bastianich,Outstanding Chef,"New York, New York",Winner
Glass,2002,Glass,"Leeser Architecture, NYC",Outstanding Restaurant Design,"New York, New York",Nominee
Picasso at the Bellagio Hotel,2002,Picasso at the Bellagio Hotel,Julian Serrano,Best Chef: Southwest,"Las Vegas, Nevada",Winner
Blackbird Restaurant,2002,Blackbird Restaurant,Thomas Schlesser & Demian Repucci,Outstanding Restaurant Design,"Chicago, Illinois",Winner
PlumpJack Cafe,2002,PlumpJack Cafe,,Outstanding Wine Service,"San Francisco, California",Nominee
Fauchon,2002,Fauchon,Florian Bellanger,Outstanding Pastry Chef,"New York, New York",Nominee
Morimoto,2002,Morimoto,,Best New Restaurant,"Philadelphia, Pennsylvania",Nominee
Sara Moulton,2002,Sara Moulton,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Marcassin Winery,2002,Marcassin Winery,Helen Turley,Outstanding Wine & Spirits Professional,"Calistoga, California",Nominee
Quattro at The Four Seasons Hotel,2002,Quattro at The Four Seasons Hotel,Timothy Keating,Best Chef: Southwest,"Houston, Texas",Nominee
French Culinary Institute,2002,French Culinary Institute,Andrea Immer Robinson,Outstanding Wine & Spirits Professional,"New York, New York",Winner
Frank Prial,2002,Frank Prial,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Dry Creek Kitchen,2002,Dry Creek Kitchen,Noreen Rei Fukumori,Outstanding Restaurant Graphics,"Healdsburg, California",Winner
Three Brothers Serbian Restaurant,2002,Three Brothers Serbian Restaurant,,America's Classics,"Milwaukee, Wisconsin",Winner
Restaurant Industry of New York,2002,Restaurant Industry of New York,,Humanitarian of the Year,,Winner
Tom Colicchio,2002,Tom Colicchio,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Blue Ginger,2002,Blue Ginger,Ming Tsai,Best Chef: Northeast,"Wellesley, Massachusetts",Winner
Peter Luger Steak House,2002,Peter Luger Steak House,,America's Classics,"Brooklyn, New York",Winner
Three Brother's Restaurant,2002,Three Brother's Restaurant,,America's Classics,"Milwaukee, Wisconsin",Winner
Locanda Vini & Olii,2002,Locanda Vini & Olii,"Mucca Design, NYC",Outstanding Restaurant Graphics,"Brooklyn, New York",Nominee
Ray's Boathouse and Caf?,2002,Ray's Boathouse and Caf?,,America's Classics,"Seattle, Washington",Winner
Nobu Matsuhisa,2002,Nobu Matsuhisa,,Who's Who of Food & Beverage in America,"Beverly Hills, California",Winner
Pasion!,2002,Pasion!,Guillermo Pernot,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Winner
DB Bistro Moderne,2002,DB Bistro Moderne,Jean-Francois Bruel,Rising Star Chef of the Year,"New York, New York",Winner
Frontera Grill and Topolobampo,2002,Frontera Grill and Topolobampo,,Outstanding Restaurant,"Chicago, Illinois",Nominee
Suba Restaurant,2002,Suba Restaurant,Andre Kikoski Architect PLLC,Outstanding Restaurant Design,"New York, New York",Nominee
The Manele Bay Hotel,2002,The Manele Bay Hotel,Edwin Goto,Best Chef: Northwest/Hawaii,"Lanai City, Lanai, Hawaii",Nominee
Maison Marconi,2002,Maison Marconi,,America's Classics,"Baltimore, Maryland",Winner
Charleston Place Hotel-Charleston Grill,2002,Charleston Place Hotel-Charleston Grill,Robert Waggoner,Best Chef: Southeast,"Charleston, South Carolina",Nominee
Le Bec-Fin,2002,Le Bec-Fin,,Outstanding Wine Service,"Philadelphia, Pennsylvania",Nominee
Alexis Hotel-The Painted Table,2002,Alexis Hotel-The Painted Table,Tim Kelley,Best Chef: Northwest/Hawaii,"Seattle, Washington",Nominee
One Market Restaurant,2002,One Market Restaurant,Adrian Hoffman,Rising Star Chef of the Year,"San Francisco, California",Nominee
Waterman's Beach Lobster,2001,Waterman's Beach Lobster,,America's Classics,"South Thomaston, Maine",Winner
The Heathman Hotel,2001,The Heathman Hotel,Philippe Boulot,Best Chef: Northwest/Hawaii,"Portland, Oregon",Winner
Louis's,2001,Louis's,Louis Osteen,Best Chef: Southeast,"Charleston, South Carolina",Nominee
Fountain Restaurant,2001,Fountain Restaurant,Jean Marie Lacroix,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Winner
Clio (at The Eliot Suites Hotel),2001,Clio (at The Eliot Suites Hotel),Ken Oringer,Best Chef: Northeast,"Boston, Massachusetts",Winner
Ernest Gallo,2001,Ernest Gallo,,Lifetime Achievement,,Winner
Restaurant Aubriot,2001,Restaurant Aubriot,Eric Aubriot,Rising Star Chef of the Year,"Chicago, Illinois",Nominee
The Inn at Little Washington,2001,The Inn at Little Washington,Patrick O'Connell,Outstanding Chef,"Washington, Virginia",Winner
Maisonette,2001,Maisonette,Jean-Robert De Cavel,Best Chef: Midwest,"Cincinnati, Ohio",Nominee
Richard Grausman,2001,Richard Grausman,,Humanitarian of the Year,,Winner
March,2001,March,,Outstanding Wine Service,"New  York, New York",Nominee
Lespinasse at The St. Regis Hotel,2001,Lespinasse at The St. Regis Hotel,Christian Delouvrier,Best Chef: New York City,"New York, New York",Nominee
Joan Nathan,2001,Joan Nathan,,Who's Who of Food & Beverage in America,"Washington, District of Columbia",Winner
NoMi Restaurant,2001,NoMi Restaurant,"Louey/Rubino Design Group, Inc",Outstanding Restaurant Graphics,"Chicago, Illinois",Winner
Union Square Cafe,2001,Union Square Cafe,Michael Romano,Best Chef: New York City,"New York, New York",Winner
H&H Car Wash and Coffee Shop,2001,H&H Car Wash and Coffee Shop,,America's Classics,"El Paso, Texas",Winner
Michael Ginor,2001,Michael Ginor,,Who's Who of Food & Beverage in America,"Great Neck, New York",Winner
Versailles,2001,Versailles,,America's Classics,"Miami, Florida",Winner
Lynne Rossetto Kasper,2001,Lynne Rossetto Kasper,,Who's Who of Food & Beverage in America,"St. Paul, Minnesota",Winner
Alain Ducasse at the Essex House,2001,Alain Ducasse at the Essex House,,Best New Restaurant,"New York, New York",Winner
Merriman Bamboo Bistro,2001,Merriman Bamboo Bistro,Peter Merriman,Best Chef: Northwest/Hawaii,"Wailuku, Hawaii",Nominee
Roaring Fork,2001,Roaring Fork,Robert McGrath,Best Chef: Southwest,"Scottsdale, Arizona",Winner
Restaurant Hapa,2001,Restaurant Hapa,James McDevitt,Rising Star Chef of the Year,"Scottsdale, Arizona",Nominee
Martin Yan,2001,Martin Yan,,Who's Who of Food & Beverage in America,"San Mateo, California",Winner
Mary Elaines at the Phoenician,2001,Mary Elaines at the Phoenician,,Outstanding Wine Service,"Scottsdale, Arizona",Nominee
Langer's Delicatessen-Restaurant,2001,Langer's Delicatessen-Restaurant,,America's Classics,"Los Angeles, California",Winner
Izzy Yanay,2001,Izzy Yanay,,Who's Who of Food & Beverage in America,"Ferndale, New York",Winner
Deville Restaurant at The Four Seasons Hotel,2001,Deville Restaurant at The Four Seasons Hotel,Timothy Keating,Best Chef: Southwest,"Houston, Texas",Nominee
"Nobu, NY/Matsuhisa, LA",2001,"Nobu, NY/Matsuhisa, LA",Nobu Matsuhisa,Outstanding Chef,"New York, New York",Nominee
The Painted Table at the Alexis Hotel,2001,The Painted Table at the Alexis Hotel,Tim Kelley,Best Chef: Northwest/Hawaii,"Seattle, Washington",Nominee
Gourmet Magazine,2001,Gourmet Magazine,Gerald Asher,Outstanding Wine & Spirits Professional,"San Francisco, California",Winner
Pod,2001,Pod,Rockwell Group,Outstanding Restaurant Design,"Philadelphia, Pennsylvania",Nominee
Seasons Restaurant at The Four Seasons Hotel,2001,Seasons Restaurant at The Four Seasons Hotel,Mark Baker,Best Chef: Midwest,"Chicago, Illinois",Nominee
Bacchanalia/Floataway Cafe,2001,Bacchanalia/Floataway Cafe,Clifford Harrison,Best Chef: Southeast,"Atlanta, Georgia",Nominee
L'Orangerie,2001,L'Orangerie,Ludovic Lefebvre,Rising Star Chef of the Year,"West Hollywood, California",Nominee
Blue Room,2001,Blue Room,Steve Johnson,Best Chef: Northeast,"Cambridge, Massachusetts",Nominee
Mario Batali,2001,Mario Batali,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Elisabeth Daniel,2001,Elisabeth Daniel,,Best New Restaurant,"San Francisco, California",Nominee
Saladang Song,2001,Saladang Song,Tolkin & Bryam Associates,Outstanding Restaurant Design,"Pasadena, California",Nominee
Century Room at the Hotel Jerome,2001,Century Room at the Hotel Jerome,Todd Slossberg,Best Chef: Southwest,"Aspen, Colorado",Nominee
Bouley Bakery,2001,Bouley Bakery,Galen Zamarra,Rising Star Chef of the Year,"New York, New York",Winner
Russian Tea Room,2001,Russian Tea Room,Leroy Adventures,Outstanding Restaurant Design,"New York, New York",Winner
Seagram Chateau & Estate Wines Co. and Sterline School of Hospitality,2001,Seagram Chateau & Estate Wines Co. and Sterline School of Hospitality,Evan Goldstein,Outstanding Wine & Spirits Professional,"Rutherford, California",Nominee
Frontera Grill/Topolobampo,2001,Frontera Grill/Topolobampo,,Outstanding Service,"Chicago, Illinois",Nominee
Babbo/Lupa/Esca,2001,Babbo/Lupa/Esca,Mario Batali,Best Chef: New York City,"New York, New York",Nominee
Village,2001,Village,Mucca Design,Outstanding Restaurant Graphics,"New York, New York",Nominee
Amy's Bread,2001,Amy's Bread,Amy Scherber,Outstanding Pastry Chef,"New York, New York",Nominee
March,2001,March,,Outstanding Wine Service,"New York, New York",Nominee
Cafe Annie,2001,Cafe Annie,,Outstanding Wine Service,"Houston, Texas",Nominee
Zinc,2001,Zinc,Terrelonge,Outstanding Restaurant Graphics,Toronto,Nominee
!Pasion!,2001,!Pasion!,Guillermo Pernot,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Cashion's Eat Place and Johnny's Half Shell,2001,Cashion's Eat Place and Johnny's Half Shell,Ann Cashion,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Nominee
Summer Shack,2001,Summer Shack,,Best New Restaurant,"Cambridge, Massachusetts",Nominee
Truc,2001,Truc,Amanda Lydon,Rising Star Chef of the Year,"Boston, Massachusetts",Nominee
Century Room (At Hotel Jerome),2000,Century Room (At Hotel Jerome),Todd Slossberg,Best Chef: Southwest,"Aspen, Colorado",Nominee
The Mansion on Turtle Creek,2000,The Mansion on Turtle Creek,,Outstanding Service,"Dallas, Texas",Nominee
Charlie Trotters,2000,Charlie Trotters,Andrew MacLauchlan,Outstanding Pastry Chef,"Chicago, Illinois",Nominee
Cello,2000,Cello,,Best New Restaurant,"New York, New York",Nominee
Mrs. Wilkes Dining Room,2000,Mrs. Wilkes Dining Room,,America's Classics,"Savannah, Georgia",Winner
Brasserie,2000,Brasserie,Diller & Scofidio,Outstanding Restaurant Design,"New York, New York",Winner
Thomas Keller,2000,Thomas Keller,,Who's Who of Food & Beverage in America,"Yountville, California",Winner
Barbara Fairchild,2000,Barbara Fairchild,,Who's Who of Food & Beverage in America,"Studio City, California",Winner
Kermit Lynch Wine Merchants,2000,Kermit Lynch Wine Merchants,Kermit Lynch,Outstanding Wine & Spirits Professional,"San Francisco, California",Winner
Danube,2000,Danube,David Bouley,Outstanding Chef,"New York, New York",Winner
Camp Washington Chili,2000,Camp Washington Chili,,America's Classics,"Cincinnati, Ohio",Winner
Jeffrey Steingarten,2000,Jeffrey Steingarten,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Aureole at Mandalay Bay,2000,Aureole at Mandalay Bay,Adam Tihany Design International,Outstanding Restaurant Design,"New York, New York",Nominee
Lespinasse,2000,Lespinasse,Sandro Gamba,Rising Star Chef of the Year,"Washington, District of Columbia",Nominee
Elizabeth on 37th,2000,Elizabeth on 37th,,Outstanding Service,"Savannah, Georgia",Nominee
Marcella Hazan,2000,Marcella Hazan,,Lifetime Achievement,,Winner
Moosewood,2000,Moosewood,,America's Classics,"Ithaca, New York",Winner
Rose Pistola/Black Cat,2000,Rose Pistola/Black Cat,Reed Hearon,Best Chef: California,"San Francisco, California",Nominee
Danko,2000,Danko,,Best New Restaurant,"San Francisco, California",Winner
Arun,2000,Arun,Arun Sampanthavivat,Best Chef: Midwest,"Chicago, Illinois",Winner
Tapawingo,2000,Tapawingo,Harlan Peterson,Best Chef: Midwest,"Ellsworth, Michigan",Nominee
Metrazur,2000,Metrazur,"Louise Fili, LTD.",Outstanding Restaurant Graphics,"New York, New York",Nominee
Pasion,2000,Pasion,Guillermo Pernot,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Vincents on Camelback,2000,Vincents on Camelback,,Outstanding Service,"Phoenix, Arizona",Nominee
The Herbfarm,2000,The Herbfarm,Jerry Traunfeld,Best Chef: Northwest/Hawaii,"Issaquah, Washington",Winner
Anchor Brewing Co.,2000,Anchor Brewing Co.,Fritz Maytag,Outstanding Wine & Spirits Professional,San Francisco,Nominee
Roaring Fork Restaurant,2000,Roaring Fork Restaurant,Robert McGrath,Best Chef: Southwest,"Scottsdale, Arizona",Nominee
Al Forno,2000,Al Forno,,Outstanding Restaurant,"Providence, Rhode Island",Nominee
71 Clinton Fresh Foods,2000,71 Clinton Fresh Foods,Wylie Dufresne,Rising Star Chef of the Year,"New York, New York",Nominee
Helena Hawaiian Foods,2000,Helena Hawaiian Foods,,America's Classics,"Oahu, Hawaii",Winner
Inn at Little Nell,2000,Inn at Little Nell,,Outstanding Wine Service,"Aspen, Colorado",Nominee
Rubicon,2000,Rubicon,,Outstanding Wine Service,,Winner
Mario's,2000,Mario's,,America's Classics,"Bronx, New York",Winner
Michael Romano,2000,Michael Romano,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Helena Hawaiian Foods,2000,Helena Hawaiian Foods,,America's Classics,"Honolulu, Hawaii",Winner
Shiro's,2000,Shiro's,Shiro Kashiba,Best Chef: Northwest/Hawaii,"Seattle, Washington",Nominee
Bon Appetit Magazine,2000,Bon Appetit Magazine,Anthony Dias-Blue,Outstanding Wine & Spirits Professional,"Pacific Palisades, California",Nominee
Clio (At the Elliot Suites Hotel),2000,Clio (At the Elliot Suites Hotel),Ken Oringer,Best Chef: Northeast,"Boston, Massachusetts",Nominee
Fountain Restaurant (At The Four Seasons Hotel),2000,Fountain Restaurant (At The Four Seasons Hotel),Jean Marie Lacroix,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
White House Sub Shop,2000,White House Sub Shop,,America's Classics,"Atlantic City, New Jersey",Winner
Union Square CafÃƒË†,2000,Union Square CafÃƒË†,Michael Romano,Best Chef: New York City,"New York, New York",Nominee
A Pacific Cafe,2000,A Pacific Cafe,Jean Marie Josselin,Best Chef: Northwest/Hawaii,"Kapaa Kauai, Hawaii",Nominee
Coup,2000,Coup,"Parsons, Fernandez-Casteleiro P.C.",Outstanding Restaurant Design,"New York, New York",Nominee
Drew Nieporent,2000,Drew Nieporent,,Humanitarian of the Year,,Winner
Larry Stone,2000,Larry Stone,,Who's Who of Food & Beverage in America,"San Francisco, California",Winner
The Original Sonny Bryan's,2000,The Original Sonny Bryan's,,America's Classics,"Dallas, Texas",Nominee
The Lark Creek Inn,2000,The Lark Creek Inn,Jeremy Sewall,Rising Star Chef of the Year,"Larkspur, California",Nominee
Seagram Chateau & Estate Wines Co. and Sterline School of Hospitality,2000,Seagram Chateau & Estate Wines Co. and Sterline School of Hospitality,Evan Goldstein,Outstanding Wine & Spirits Professional,"Calistoga, California",Nominee
The Ryland Inn,2000,The Ryland Inn,Craig Shelton,Best Chef: Mid-Atlantic,"Whitehouse, New Jersey",Winner
Lespinasse (At the St. Regis Hotel),2000,Lespinasse (At the St. Regis Hotel),Christian Delouvrier,Best Chef: New York City,"New York, New York",Nominee
