name,year,place,chef,category,location,ranking
Park Kitchen,2008,Park Kitchen,Scott Dolich,Best Chef: Northwest,"Portland, Oregon",Nominee
The Flaky Tart,2008,The Flaky Tart,Marie Jackson,Outstanding Pastry Chef,"Atlantic Highlands, New Jersey",Semifinalist
Restaurant Eve,2008,Restaurant Eve,Todd Thrasher,Outstanding Wine & Spirits Professional,"Alexandria, Virginia",Semifinalist
Osteria Mozza,2008,Osteria Mozza,Matt Molina,Rising Star Chef of the Year,"Los Angeles, California",Nominee
Terlato Wine Group,2008,Terlato Wine Group,Anthony Terlato,Outstanding Wine & Spirits Professional,"Bannockburn, Illinois",Semifinalist
Sushi-Ko,2008,Sushi-Ko,Koji Terano,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Semifinalist
Boka,2008,Boka,Giuseppe Tentori,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Telepan,2008,Telepan,Bill Telepan,Best Chef: New York City,"New York, New York",Semifinalist
Tom Douglas Restaurants,2008,Tom Douglas Restaurants,Tom Douglas,Outstanding Restaurateur,"Seattle, Washington",Nominee
"Sesacape Ma'alaea Restaurant, Maui Ocean Center",2008,"Sesacape Ma'alaea Restaurant, Maui Ocean Center",Enrique Tariga,Rising Star Chef of the Year,"Wailuku, Hawaii",Semifinalist
Restaurant Tallent,2008,Restaurant Tallent,David Tallent,Best Chef: Great Lakes,"Bloomington, Indiana",Semifinalist
Terra,2008,Terra,,Outstanding Service,"St. Helena, California",Winner
Erling Jensen,2008,Erling Jensen,Erling Jensen,Best Chef: Southeast,"Memphis, Tennessee",Semifinalist
Calera,2008,Calera,Josh Jensen,Outstanding Wine & Spirits Professional,"Hollister, California",Semifinalist
Osteria,2008,Osteria,,Best New Restaurant,"Philadelphia, Pennsylvania",Nominee
Osteria,2008,Osteria,,Best New Restaurant,"Philadelphia, Pennsylvania",Nominee
Rendezvous in Central Square,2008,Rendezvous in Central Square,Steve Johnson,Best Chef: Northeast,"Cambridge, Massachusetts",Semifinalist
Everest,2008,Everest,Jean Joho,Outstanding Chef,"Chicago, Illinois",Semifinalist
Todd Jurich's Bistro,2008,Todd Jurich's Bistro,Todd Jurich,Best Chef: Mid-Atlantic,"Norfolk, Virginia",Semifinalist
Justus Drugstore,2008,Justus Drugstore,,Best New Restaurant,"Smithville, Missouri",Semifinalist
Eleven Madison Park,2008,Eleven Madison Park,,Outstanding Wine Service,"New York, New York",Winner
Gramercy Tavern,2008,Gramercy Tavern,,Outstanding Restaurant,"New York, New York",Winner
Manresa,2008,Manresa,James Syhabout,Rising Star Chef of the Year,"Los Gatos, California",Semifinalist
Rue Dumaine,2008,Rue Dumaine,,Best New Restaurant,"Centerville, Ohio",Semifinalist
WD-50,2008,WD-50,Wylie Dufresne,Best Chef: New York City,"New York, New York",Nominee
Sage,2008,Sage,Andrew Meek,Best Chef: Midwest,"Des Moines, Iowa",Semifinalist
Lettuce Entertain You Enterprises,2008,Lettuce Entertain You Enterprises,Richard Melman,Outstanding Restaurateur,"Chicago, Illinois",Nominee
Mosaic,2008,Mosaic,Mark Kelly,Best Chef: Great Lakes,"Detroit, Michigan",Semifinalist
Napa Rose,2008,Napa Rose,,Outstanding Wine Service,"Anaheim, California",Semifinalist
Xaviar's at Piermont,2008,Xaviar's at Piermont,Peter Kelly,Best Chef: Northeast,"Piermont, New York",Semifinalist
Blue Hill,2008,Blue Hill,Dan Barber,Outstanding Chef,"New York, New York",Nominee
Stonehill Tavern,2008,Stonehill Tavern,Adam Keough,Rising Star Chef of the Year,"Dana Point, California",Semifinalist
La Belle Vie,2008,La Belle Vie,Tim McKee,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Chef Allen's,2008,Chef Allen's,Allen Susser,Outstanding Chef,"Aventura, Florida",Semifinalist
Oleana,2008,Oleana,Maura Kilpatrick,Outstanding Pastry Chef,"Cambridge, Massachusetts",Semifinalist
Bin 36,2008,Bin 36,,Outstanding Wine Service,"Chicago, Illinois",Nominee
Frasca Food and Wine,2008,Frasca Food and Wine,Bobby Stuckey,Outstanding Wine & Spirits Professional,"Boulder, Colorado",Nominee
Bin 36,2008,Bin 36,,Outstanding Wine Service,"Chicago, Illinois",Nominee
"The Dining Room, Woodlands Resort & Inn",2008,"The Dining Room, Woodlands Resort & Inn",Tarver King,Rising Star Chef of the Year,"Summerville, South Carolina",Semifinalist
Merry Edwards Wines,2008,Merry Edwards Wines,Merry Edwards,Outstanding Wine & Spirits Professional,"Sebastopol, California",Nominee
Avenues,2008,Avenues,Graham Elliot Bowles,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Dan Barber,2008,Dan Barber,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Fritz Maytag,2008,Fritz Maytag,,Lifetime Achievement,,Winner
The Boston Beer Company,2008,The Boston Beer Company,Jim Koch,Outstanding Wine & Spirits Professional,"Boston, Massachusetts",Semifinalist
"Kai, Sheraton Wild Horse Pass Resort & Spa",2008,"Kai, Sheraton Wild Horse Pass Resort & Spa",Jack Strong,Best Chef: Southwest,"Gila River Indian Community, Chandler, Arizona",Semifinalist
Park Avenue,2008,Park Avenue,Craig Koketsu,Best Chef: New York City,"New York, New York",Semifinalist
Monte's Downtown,2008,Monte's Downtown,Nathan Strei,Best Chef: Midwest,"Fargo, North Dakota",Semifinalist
"Fish Out of Water, WaterColor Inn",2008,"Fish Out of Water, WaterColor Inn",Philip Krajeck,Best Chef: South,"Santa Rosa Beach, Florida",Semifinalist
Ubuntu,2008,Ubuntu,,Best New Restaurant,"Napa, California",Semifinalist
Alex,2008,Alex,Alessandro Stratta,Outstanding Chef,"Las Vegas, Nevada",Semifinalist
La Grenouille,2008,La Grenouille,,Outstanding Service,"New York, New York",Nominee
Lacroix at the Rittenhouse,2008,Lacroix at the Rittenhouse,,Outstanding Wine Service,"Philadelphia, Pennsylvania",Semifinalist
La Grenouille,2008,La Grenouille,,Outstanding Service,"New York, New York",Nominee
Del Posto,2008,Del Posto,Mark Ladner,Best Chef: New York City,"New York, New York",Semifinalist
Chase's Daily,2008,Chase's Daily,Ted LaFage,Best Chef: Northeast,"Belfast, Maine",Semifinalist
Emeril's New Orleans,2008,Emeril's New Orleans,,Outstanding Restaurant,"New Orleans, Louisiana",Semifinalist
Emeril's New Orleans,2008,Emeril's New Orleans,,Outstanding Wine Service,"New Orleans, Louisiana",Semifinalist
Hugo's,2008,Hugo's,Robert Evans,Best Chef: Northeast,"Portland, Maine",Nominee
Rae,2008,Rae,Daniel Stern,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
Spiaggia,2008,Spiaggia,,Outstanding Service,"Chicago, Illinois",Nominee
Lincoln Cafe,2008,Lincoln Cafe,Matt Steigerwald,Best Chef: Midwest,"Mount Vernon, Iowa",Semifinalist
"Starr Restaurant Organization (Alma de Cuba, Barclay Prime, Buddakan, The Continental, The Continental Mid-town, El Vez, Morimoto, Pod, Striped Bass, and Tangerine)",2008,"Starr Restaurant Organization (Alma de Cuba, Barclay Prime, Buddakan, The Continental, The Continental Mid-town, El Vez, Morimoto, Pod, Striped Bass, and Tangerine)",Stephen Starr,Outstanding Restaurateur,"Philadelphia, Pennsylvania",Semifinalist
L&M's Kitchen and Salumeria,2008,L&M's Kitchen and Salumeria,Dan Latham,Best Chef: South,"Oxford, Mississippi",Semifinalist
Harvest,2008,Harvest,Tami Lax,Best Chef: Midwest,"Madison, Wisconsin",Semifinalist
Frasca Food and Wine,2008,Frasca Food and Wine,Lachlan Mackinnon-Patterson,Best Chef: Southwest,"Boulder, Colorado",Winner
Bern's Steak House,2008,Bern's Steak House,,Outstanding Restaurant,"Tampa, Florida",Semifinalist
Restaurant Zoe,2008,Restaurant Zoe,Scott Staples,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Fearing's at the Ritz Carlton,2008,Fearing's at the Ritz Carlton,,Best New Restaurant,"Dallas, Texas",Nominee
Bernardus Lodge,2008,Bernardus Lodge,Cal Stamenov,Best Chef: Pacific,"Carmel Valley, California",Semifinalist
Fearing's at the Ritz-Carlton,2008,Fearing's at the Ritz-Carlton,,Best New Restaurant,"Dallas, Texas",Nominee
610 Magnolia,2008,610 Magnolia,Edward Lee,Best Chef: Southeast,"Louisville, Kentucky",Semifinalist
"Patina Restaurant Group (Patina, Paperfish, Nick & Stef's Steakhouse, Pinot Provence and Catal Restaurant and Uva Bar)",2008,"Patina Restaurant Group (Patina, Paperfish, Nick & Stef's Steakhouse, Pinot Provence and Catal Restaurant and Uva Bar)",Joachim Splichal,Outstanding Restaurateur,"Los Angeles, California",Semifinalist
Falai,2008,Falai,Iacopo Falai,Best Chef: New York City,"New York, New York",Semifinalist
Centovini,2008,Centovini,Giuliano Fiorenzoli Architects/Moss,Outstanding Restaurant Design,"New York, New York",Nominee
Jumbo's,2008,Jumbo's,,America's Classics,"Miami, Florida",Winner
Terra,2008,Terra,,Outstanding Restaurant,"St. Helena, California",Semifinalist
Lacroix at the Rittenhouse,2008,Lacroix at the Rittenhouse,Matthew Levin,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Semifinalist
The Lark,2008,The Lark,John Somerville,Best Chef: Great Lakes,"West Bloomfield, Michigan",Semifinalist
Marigold Kitchen,2008,Marigold Kitchen,Michael Solomonov,Rising Star Chef of the Year,"Philadelphia, Pennsylvania",Semifinalist
"Ardeo, Bardeo, The Bombay Club, The Oval Room, Rasika, 701 Restaurant",2008,"Ardeo, Bardeo, The Bombay Club, The Oval Room, Rasika, 701 Restaurant",Ashok Bajaj,Outstanding Restaurateur,"Washington, District of Columbia",Semifinalist
Eric Solomon Selections,2008,Eric Solomon Selections,Eric Solomon,Outstanding Wine & Spirits Professional,"Charlotte, North Carolina",Semifinalist
Upperline,2008,Upperline,,Outstanding Service,"New Orleans, Louisiana",Semifinalist
SPQR,2008,SPQR,,Best New Restaurant,"San Francisco, California",Semifinalist
Sepia,2008,Sepia,Robert Louey Design,Outstanding Restaurant Graphics,"Chicago, Illinois",Winner
Arrows,2008,Arrows,Clark Frasier,Best Chef: Northeast,"Ogunquit, Maine",Nominee
Bonne Soiree,2008,Bonne Soiree,Chip Smith,Best Chef: Southeast,"Chapel Hill, North Carolina",Semifinalist
Annisa,2008,Annisa,Anita Lo,Best Chef: New York City,"New York, New York",Semifinalist
Bagaduce Lunch,2008,Bagaduce Lunch,,America's Classics,"Brooksville, Maine",Winner
Resto,2008,Resto,Ryan Skeen,Rising Star Chef of the Year,"New York, New York",Semifinalist
Sunfish Grill,2008,Sunfish Grill,Anthony Sindaco,Best Chef: South,"Fort Lauderdale, Florida",Semifinalist
Mrs. London's,2008,Mrs. London's,Michael London,Outstanding Pastry Chef,"Saratoga Springs, New York",Semifinalist
"Tableau, Wynn Las Vegas",2008,"Tableau, Wynn Las Vegas",Mark LoRusso,Best Chef: Southwest,"Las Vegas, Nevada",Semifinalist
Lumiére,2008,Lumiére,Michael Leviton,Best Chef: Northeast,"West Newton, Massachusetts",Nominee
Arrows,2008,Arrows,Mark Gaier,Best Chef: Northeast,"Ogunquit, Maine",Nominee
The Eyrie Vineyards,2008,The Eyrie Vineyards,David Lett,Outstanding Wine & Spirits Professional,"McMinnville, Oregon",Nominee
Straight Wharf Restaurant,2008,Straight Wharf Restaurant,Amanda Lydon,Best Chef: Northeast,"Nantucket, Massachusetts",Semifinalist
Anthos,2008,Anthos,,Best New Restaurant,"New York, New York",Nominee
Restaurant Eve,2008,Restaurant Eve,Cathal Armstrong,Best Chef: Mid-Atlantic,"Alexandria, Virginia",Nominee
Irma's Restaurant,2008,Irma's Restaurant,,America's Classics,"Houston, Texas",Winner
"The Besh Steakhouse, Harrah's",2008,"The Besh Steakhouse, Harrah's",Alon Shaya,Rising Star Chef of the Year,"New Orleans, Louisiana",Semifinalist
33 Liberty,2008,33 Liberty,John Malik,Best Chef: Southeast,"Greenville, South Carolina",Semifinalist
"The Dining Room in the Ritz-Carlton, Buckhead",2008,"The Dining Room in the Ritz-Carlton, Buckhead",Arnaud Berthelier,Best Chef: Southeast,"Atlanta, Georgia",Nominee
Il Grano,2008,Il Grano,Sal Marino,Best Chef: Pacific,"Los Angeles, California",Semifinalist
Marche Moderne,2008,Marche Moderne,Florent Marneau,Best Chef: Pacific,"Costa Mesa, California",Semifinalist
Fig,2008,Fig,Michael Lata,Best Chef: Southeast,"Charleston, South Carolina",Nominee
Amada,2008,Amada,Jose Garces,Best Chef: Mid-Atlantic,"Philadelphia, Pennsylvania",Nominee
Amavi,2008,Amavi,David Sellers,Best Chef: Southwest,"Santa Fe, New Mexico",Semifinalist
Fruition,2008,Fruition,,Best New Restaurant,"Denver, Colorado",Semifinalist
Bellagio,2008,Bellagio,Jean-Philippe Maury,Outstanding Pastry Chef,"Las Vegas, Nevada",Semifinalist
Craigie Street Bistrot,2008,Craigie Street Bistrot,Tony Maws,Best Chef: Northeast,"Cambridge, Massachusetts",Semifinalist
Bluestem,2008,Bluestem,Colby Garrelts,Best Chef: Midwest,"Kansas City, Missouri",Nominee
Clear Creek Distillery,2008,Clear Creek Distillery,Stephen McCarthy,Outstanding Wine & Spirits Professional,"Portland, Oregon",Semifinalist
A-16,2008,A-16,Nate Appleman,Rising Star Chef of the Year,"San Francisco, California",Nominee
Union,2008,Union,Ethan Stowell,Best Chef: Northwest,"Seattle, Washington",Nominee
Fruition,2008,Fruition,Alex Seidel,Best Chef: Southwest,"Denver, Colorado",Semifinalist
Margot Cafe & Bar,2008,Margot Cafe & Bar,Margot McCormack,Best Chef: Southeast,"Nashville, Tennessee",Semifinalist
Boulevard,2008,Boulevard,,Outstanding Restaurant,"San Francisco, California",Nominee
La Belle Vie,2008,La Belle Vie,,Outstanding Wine Service,"Minneapolis, Minnesota",Semifinalist
"Balthazar, Schiller's Liquor Bar, Pastis, Morandi, Lucky Strike, and Pravda",2008,"Balthazar, Schiller's Liquor Bar, Pastis, Morandi, Lucky Strike, and Pravda",Keith McNally,Outstanding Restaurateur,"New York, New York",Semifinalist
The Modern,2008,The Modern,Gabriel Kreuther,Best Chef: New York City,"New York, New York",Nominee
"Nobhill, MGM Grand Hotel & Casino",2008,"Nobhill, MGM Grand Hotel & Casino",,Outstanding Service,"Las Vegas, Nevada",Semifinalist
Michael's Genuine Food & Drink,2008,Michael's Genuine Food & Drink,,Best New Restaurant,"Miami, Florida",Semifinalist
Michael's Genuine Food & Drink,2008,Michael's Genuine Food & Drink,Michael Schwartz,Best Chef: South,"Miami, Florida",Semifinalist
Market,2008,Market,Carl Schroeder,Best Chef: Pacific,"Del Mar, California",Semifinalist
Trellis,2008,Trellis,Brian Scheehser,Best Chef: Northwest,"Kirkland, Washington",Semifinalist
Bar Cento,2008,Bar Cento,Jonathon Sawyer,Rising Star Chef of the Year,"Cleveland, Ohio",Semifinalist
Merriman's,2008,Merriman's,Peter Merriman,Best Chef: Pacific,"Waimea, Hawaii",Semifinalist
Gramercy Tavern,2008,Gramercy Tavern,,Outstanding Restaurant,"New York, New York",Winner
Osteria,2008,Osteria,Jeff Michaud,Rising Star Chef of the Year,"Philadelphia, Pennsylvania",Semifinalist
"Adour Alain Ducasse at the St. Regis New York, NYC",2008,"Adour Alain Ducasse at the St. Regis New York, NYC",Rockwell Group,Outstanding Restaurant Design,"New York, New York",Nominee
Holly Hill Inn,2008,Holly Hill Inn,Ouita Michel,Best Chef: Southeast,"Midway, Kentucky",Semifinalist
Lucques,2008,Lucques,Suzanne Goin,Outstanding Chef,"West Hollywood, California",Nominee
Cafe Besalu,2008,Cafe Besalu,James Miller,Outstanding Pastry Chef,"Seattle, Washington",Semifinalist
Pura Vida,2008,Pura Vida,Hector Santiago,Best Chef: Southeast,"Atlanta, Georgia",Semifinalist
Joe's,2008,Joe's,Joe Miller,Best Chef: Pacific,"Venice, California",Semifinalist
La Provence,2008,La Provence,Rene Bajeux,Best Chef: South,"Lacombe, Louisiana",Semifinalist
Manresa,2008,Manresa,David Kinch,Best Chef: Pacific,"Los Gatos, California",Nominee
Michael Mina,2008,Michael Mina,Michael Mina,Outstanding Chef,"San Francisco, California",Semifinalist
Gramercy Tavern,2008,Gramercy Tavern,Michael Anthony,Best Chef: New York City,"New York, New York",Nominee
Arun's,2008,Arun's,,Outstanding Restaurant,"Chicago, Illinois",Semifinalist
The Red Drum Gastropub,2008,The Red Drum Gastropub,Lauren Mitterer,Outstanding Pastry Chef,"Mount Pleasant, South Carolina",Semifinalist
Spruce,2008,Spruce,,Best New Restaurant,"San Francisco, California",Semifinalist
South,2008,South,Jeremy Sabo,Rising Star Chef of the Year,"Raleigh, North Carolina",Semifinalist
Spiaggia,2008,Spiaggia,,Outstanding Service,"Chicago, Illinois",Nominee
Blue Velvet,2008,Blue Velvet,Kris Morningstar,Rising Star Chef of the Year,"Los Angeles, California",Semifinalist
Mortimer's,2008,Mortimer's,Jonathan Mortimer,Best Chef: Northwest,"Boise, Idaho",Semifinalist
Restaurant Muramoto,2008,Restaurant Muramoto,Shinji Muramoto,Best Chef: Midwest,"Madison, Wisconsin",Semifinalist
Heartland,2008,Heartland,Lenny Russo,Best Chef: Midwest,"St. Paul, Minnesota",Semifinalist
Radius,2008,Radius,,Outstanding Service,"Boston, Massachusetts",Semifinalist
"Radius, Myers & Chang, Via Matta, and Great Bay",2008,"Radius, Myers & Chang, Via Matta, and Great Bay",Christopher Myers,Outstanding Restaurateur,"Boston, Massachusetts",Semifinalist
Minibar by Jose Andres,2008,Minibar by Jose Andres,José Andrés,Outstanding Chef,"Washington, District of Columbia",Nominee
515,2008,515,Paul Myers,Best Chef: Northwest,"Missoula, Montana",Semifinalist
The Chocolate Bar,2008,The Chocolate Bar,Aaron Russell,Outstanding Pastry Chef,"Decatur, Georgia",Semifinalist
The Four Rivers,2008,The Four Rivers,Ravin Nakjaroen,Best Chef: South,"Fort Lauderdale, Florida",Semifinalist
"Palme d'Or, Biltmore",2008,"Palme d'Or, Biltmore",Philipe Ruiz,Best Chef: South,"Coral Gables, Florida",Semifinalist
One Sixtyblue,2008,One Sixtyblue,Martial Noguier,Best Chef: Great Lakes,"Chicago, Illinois",Semifinalist
Cyrus,2008,Cyrus,Douglas Keane,Best Chef: Pacific,"Healdsburg, California",Nominee
Cafe Boulud,2008,Cafe Boulud,Gavin Kaysen,Rising Star Chef of the Year,"New York, New York",Winner
Casa Mono,2008,Casa Mono,Andy Nusser,Best Chef: New York City,"New York, New York",Semifinalist
Le Pigeon,2008,Le Pigeon,Gabriel Rucker,Best Chef: Northwest,"Portland, Oregon",Semifinalist
Oakley's Bistro,2008,Oakley's Bistro,Steven Oakley,Best Chef: Great Lakes,"Indianapolis, Indiana",Semifinalist
The Brooklyn Brewery,2008,The Brooklyn Brewery,Garrett Oliver,Outstanding Wine & Spirits Professional,"Brooklyn, New York",Semifinalist
Pigalle,2008,Pigalle,,Outstanding Service,"Boston, Massachusetts",Semifinalist
All'Angelo,2008,All'Angelo,Mirko Paderno,Best Chef: Pacific,"San Francisco, California",Semifinalist
Alinea,2008,Alinea,Grant Achatz,Outstanding Chef,"Chicago, Illinois",Winner
La Folie,2008,La Folie,Roland Passot,Best Chef: Pacific,"San Francisco, California",Semifinalist
"Morimoto, NYC",2008,"Morimoto, NYC",Tadao Ando Architects and Associates,Outstanding Restaurant Design,"New York, New York",Winner
The Harvest Vine,2008,The Harvest Vine,Joseba Jiménez de Jiménez,Best Chef: Northwest,"Seattle, Washington",Semifinalist
Annie Gunn's,2008,Annie Gunn's,Lou Rook,Best Chef: Midwest,"Chesterfield, Missouri",Semifinalist
The Riversite,2008,The Riversite,Thomas Peschong,Best Chef: Midwest,"Mequon, Wisconsin",Semifinalist
Cafe Cenizo,2008,Cafe Cenizo,Paul Petersen,Best Chef: Southwest,"Marathon, Texas",Semifinalist
Bay Avenue Trattoria,2008,Bay Avenue Trattoria,Joe Romanowski,Best Chef: Mid-Atlantic,"Highlands, New Jersey",Semifinalist
Milk & Honey,2008,Milk & Honey,Sasha Petraske,Outstanding Wine & Spirits Professional,"New York, New York",Semifinalist
Blackfish,2008,Blackfish,Charles Roman,Rising Star Chef of the Year,"Conshohocken, Pennsylvania",Semifinalist
SideBern's,2008,SideBern's,Jeannie Pierola,Best Chef: South,"Tampa, Florida",Semifinalist
New Sammy's Cowboy Bistro,2008,New Sammy's Cowboy Bistro,Charlene Rollins,Best Chef: Northwest,"Talent, Oregon",Semifinalist
Five & Ten,2008,Five & Ten,Hugh Acheson,Best Chef: Southeast,"Athens, Georgia",Nominee
The Perfect Caper,2008,The Perfect Caper,Jeanie Roland,Best Chef: South,"Punta Gorda, Florida",Semifinalist
Five Lakes Grill,2008,Five Lakes Grill,Brian Polcyn,Best Chef: Great Lakes,"Milford, Michigan",Semifinalist
Memo Productions,2007,Memo Productions,,Outstanding Restaurant Graphics,"Los Angeles, California",Nominee
Craft,2007,Craft,Tom Colicchio,Outstanding Chef,"New York, New York",Nominee
Tru,2007,Tru,,Outstanding Service,"Chicago, Illinois",Winner
La Folie,2007,La Folie,Roland Passot,Best Chef: Pacific,"San Francisco, California",Nominee
A16,2007,A16,Nate Appleman,Rising Star Chef of the Year,"San Francisco, California",Nominee
Jim Clendenen,2007,Jim Clendenen,,Who's Who of Food & Beverage in America,"Santa Maria, California",Winner
Primanti Brothers,2007,Primanti Brothers,,America's Classics,"Pittsburgh, Pennsylvania",Winner
Primanti Brothers,2007,Primanti Brothers,,America's Classics,"Pittsburgh, Pennsylvania",Winner
Momofuku Ssam Bar,2007,Momofuku Ssam Bar,,Best New Restaurant,"New York, New York",Nominee
Le Bernardin,2007,Le Bernardin,Michael Laiskonis,Outstanding Pastry Chef,"New York, New York",Winner
Palena,2007,Palena,Frank Ruta,Best Chef: Mid-Atlantic,"Washington, District of Columbia",Winner
Tafia,2007,Tafia,Monica Pope,Best Chef: Southwest,"Houston, Texas",Nominee
Watershed,2007,Watershed,Scott Peacock,Best Chef: Southeast,"Decatur, Georgia",Winner
Fig,2007,Fig,Michael Lata,Best Chef: Southeast,"Charleston, South Carolina",Nominee
Lumiére,2007,Lumiére,Michael Leviton,Best Chef: Northeast,"West Newton, Massachusetts",Nominee
Blackbird,2007,Blackbird,Paul Kahan,Outstanding Chef,"Chicago, Illinois",Nominee
Michael Pollan,2007,Michael Pollan,,Who's Who of Food & Beverage in America,"Berkeley, California",Winner
,2007,,,Outstanding Restaurant,"Chicago, Illinois",Nominee
Frontera Grill,2007,Frontera Grill,,Outstanding Restaurant,"Chicago, Illinois",Winner
Restaurant Le Reve,2007,Restaurant Le Reve,Andrew Weissman,Best Chef: Southwest,"San Antonio, Texas",Nominee
,2007,,,Outstanding Restaurant,"New York, New York",Nominee
,2007,,,Outstanding Restaurant,"Durham, North Carolina",Nominee
Momofuku Noodle Bar,2007,Momofuku Noodle Bar,David Chang,Rising Star Chef of the Year,"New York, New York",Winner
Momofuku Ssam Bar,2007,Momofuku Ssam Bar,,Best New Restaurant,"New York, New York",Nominee
,2007,,,Outstanding Restaurant,"San Francisco, California",Nominee
The American Restaurant,2007,The American Restaurant,Celina Tio,Best Chef: Midwest,"Kansas City, Missouri",Winner
Sea Saw,2007,Sea Saw,Nobuo Fukuda,Best Chef: Southwest,"Scottsdale, Arizona",Winner
Weaver D's,2007,Weaver D's,,America's Classics,"Athens, Georgia",Winner
Restaurant Guy Savoy,2007,Restaurant Guy Savoy,,Best New Restaurant,"Las Vegas, Nevada",Nominee
Restaurant Alma,2007,Restaurant Alma,Alexander Roberts,Best Chef: Midwest,"Minneapolis, Minnesota",Nominee
Picholine,2007,Picholine,Terrance Brennan,Best Chef: New York City,"New York, New York",Nominee
Weaver's D,2007,Weaver's D,,America's Classics,"Athens, Georgia",Winner
José Andrés,2007,José Andrés,,Who's Who of Food & Beverage in America,"Washington, District of Columbia",Winner
Mary Elaine's at the Phoenician,2007,Mary Elaine's at the Phoenician,,Outstanding Wine Service,"Scottsdale, Arizona",Nominee
i Trulli,2007,i Trulli,,Outstanding Wine Service,"New York, New York",Nominee
Frontera Grill,2007,Frontera Grill,,Outstanding Restaurant,"Chicago, Illinois",Winner
Michel Richard Citronelle,2007,Michel Richard Citronelle,,Outstanding Wine Service,"Washington, District of Columbia",Winner
Picholine,2007,Picholine,,Outstanding Restaurant,"New York, New York",Nominee
Cyrus,2007,Cyrus,Douglas Keane,Best Chef: Pacific,"Healdsburg, California",Nominee
Chanterelle,2007,Chanterelle,David Waltuck,Best Chef: New York City,"New York, New York",Winner
Herbsaint,2007,Herbsaint,Donald Link,Best Chef: South,"New Orleans, Louisiana",Winner
Morimoto,2007,Morimoto,Tadao Ando Architect and Associates,Outstanding Restaurant Design,"New York, New York",Nominee
Blackberry Farm,2007,Blackberry Farm,John Fleer,Best Chef: Southeast,"Walland, Tennessee",Nominee
HotChocolate,2007,HotChocolate,Mindy Segal,Outstanding Pastry Chef,"Chicago, Illinois",Nominee
Bobby Flay,2007,Bobby Flay,,Who's Who of Food & Beverage in America,"New York, New York",Winner
Frontera Grill,2007,Frontera Grill,,Outstanding Restaurant,"Chicago, Illinois",Winner
Driskill Grill,2007,Driskill Grill,David Bull,Best Chef: Southwest,"Austin, Texas",Nominee
Jean Georges,2007,Jean Georges,Jean-Georges Vongerichten,Outstanding Restaurateur,"New York, New York",Nominee
Zingerman's Roadhouse,2007,Zingerman's Roadhouse,Alex Young,Best Chef: Great Lakes,"Ann Arbor, Michigan",Nominee
Picasso,2007,Picasso,,Outstanding Wine Service,"Las Vegas, Nevada",Nominee
North Pond,2007,North Pond,Bruce Sherman,Best Chef: Great Lakes,"Chicago, Illinois",Nominee
Blackberry Farm,2007,Blackberry Farm,,Outstanding Service,"Walland, Tennessee",Nominee
Blackberry Farm,2007,Blackberry Farm,,Outstanding Service,"Walland, Tennessee",Nominee
Macrina Bakery & Cafe,2007,Macrina Bakery & Cafe,Leslie Mackie,Outstanding Pastry Chef,"Seattle, Washington",Nominee
Bartlotta's Lake Park Bistro,2007,Bartlotta's Lake Park Bistro,Adam Siegel,Best Chef: Midwest,"Milwaukee, Wisconsin",Nominee
A Voce,2007,A Voce,,Best New Restaurant,"New York, New York",Nominee
Michel Richard Citronelle,2007,Michel Richard Citronelle,,Outstanding Wine Service,"Washington, District of Columbia",Winner
Art Smith,2007,Art Smith,,Humanitarian of the Year,,Winner
Quince,2007,Quince,Michael Tusk,Best Chef: Pacific,"San Francisco, California",Nominee
Cafe Juanita,2007,Cafe Juanita,Holly Smith,Best Chef: Northwest,"Kirkland, Washington",Nominee
HTM Consultants/Marcassin Winery,2007,HTM Consultants/Marcassin Winery,Helen Turley,Outstanding Wine & Spirits Professional,"Calistoga, California",Nominee
Picasso,2007,Picasso,,Outstanding Wine Service,"Las Vegas, Nevada",Nominee
Terry Theise Estate Selections,2007,Terry Theise Estate Selections,Terry Theise,Outstanding Wine & Spirits Professional,"Silver Springs, Maryland",Nominee
Terra,2007,Terra,,Outstanding Service,"St. Helena, California",Nominee
Arrows,2007,Arrows,Mark Gaier,Best Chef: Northeast,"Ogunquit, Maine",Nominee
Tartine Bakery,2007,Tartine Bakery,Chad Robertson,Outstanding Pastry Chef,"San Francisco, California",Nominee
Terra,2007,Terra,,Outstanding Service,"St. Helena, California",Nominee
Xing Restaurant,2007,Xing Restaurant,Lewis.Tsurumaki.Lewis LTL Architects,Outstanding Restaurant Design,"New York, New York",Winner
Spiaggia,2007,Spiaggia,,Outstanding Restaurant,"Chicago, Illinois",Nominee
Tru,2007,Tru,,Outstanding Service,"Chicago, Illinois",Winner
Hugo's,2007,Hugo's,Robert Evans,Best Chef: Northeast,"Portland, Maine",Nominee
Momofuku Ssam Bar,2007,Momofuku Ssam Bar,,Best New Restaurant,"New York, New York",Nominee
